provinsi;tahun;klasifikasi;lpe_tw1;lpe_tw2;lpe_tw3;lpe_tw4;lpe_ctc;kontribusi;pdrb_perkapita;inflasi;pma;pmdn;ekspor_top3;naker_top;ipm;kemiskinan;tpt;gini;interpretasi_ekonomi_riil;rekomendasi_ekonomi_riil
Kalimantan Tengah;2011;Daerah Maju tapi Tertekan;5.5;6.4;8.5;7.7;7.0;0.8;29.0;4.5;543.7;3376.0;-;;66.4;-;3.5;0.334;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2012;Daerah Maju tapi Tertekan;6.8;7.8;7.2;5.7;6.9;0.9;31.5;5.8;524.7;4529.6;-;;66.7;6.2;3.1;0.332;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2013;Daerah Maju tapi Tertekan;5.1;6.4;7.7;10.2;7.4;0.9;34.4;6.8;481.6;1835.3;-;;67.4;6.2;3.0;0.358;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2014;Daerah Maju tapi Tertekan;7.6;7.3;4.8;5.4;6.2;0.9;36.8;7.1;951.0;980.4;-;;67.8;6.1;3.2;0.365;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2015;Daerah Maju tapi Tertekan;7.6;7.0;6.9;6.6;7.0;0.9;40.1;4.7;933.6;1270.1;-;;68.5;5.9;4.5;0.3;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2016;Daerah Maju tapi Tertekan;5.1;5.7;5.9;8.6;6.3;0.9;43.9;2.1;408.2;8179.1;-;;69.1;5.4;4.8;0.347;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2017;Daerah Maju tapi Tertekan;9.5;6.1;6.1;5.3;6.7;0.9;48.3;3.2;641.0;3037.8;-;;69.8;5.3;4.2;0.327;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2018;Daerah Maju tapi Tertekan;4.5;5.5;6.4;6.0;5.6;0.9;52.1;4.5;678.5;13091.6;-;;70.4;5.1;3.9;0.344;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2019;Daerah Maju tapi Tertekan;5.9;7.5;5.1;6.0;6.1;0.9;56.6;2.0;283.5;8591.9;-;;70.9;4.8;4.0;0.335;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2020;Daerah Maju tapi Tertekan;2.9;-3.2;-3.2;-2.1;-1.4;1.0;57.2;1.0;177.6;3710.0;-;;72.6;5.3;4.6;0.32;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2021;Daerah Maju tapi Tertekan;-2.9;5.9;4.0;7.6;3.6;1.0;62.8;3.3;162.5;6359.8;-;;72.8;5.2;4.5;0.32;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2022;Daerah Maju tapi Tertekan;6.8;6.8;6.6;5.7;6.5;1.0;73.0;6.3;548.3;6556.8;-;;73.2;5.2;4.3;0.309;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2023;Daerah Maju tapi Tertekan;3.2;3.0;3.7;6.5;4.1;1.0;75.3;2.6;698.0;8780.0;-;;73.7;-;4.1;-;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2024;Daerah Maju tapi Tertekan;5.0;3.8;4.6;4.4;4.5;1.0;79.3;1.0;419.0;15229.0;-;;74.3;5.3;4.0;0.304;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2025;Daerah Maju tapi Tertekan;4.0;5.0;5.4;4.8;4.8;1.0;84.7;3.1;465.0;16537.0;"Bahan Bakar Mineral; Lemak dan Minyak Hewan/Nabati; Kayu dan Barang dari Kayu";;74.9;4.9;4.0;0.284;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Tengah;2026;Daerah Maju tapi Tertekan;3.8;-;-;-;3.8;-;-;0.0;-;-;-;;-;-;-;-;Ekonomi Kalteng ditopang oleh sektor Pertanian dan Pertambangan, serta terdapat kontribusi signifikan dari Jasa Kesehatan. Kalimantan Tengah memiliki lahan gambut luas dan dapat menjadi lokasi pengembangan Food Estate. Namun demikian, efektivitas program tersebut serta risiko karhutla yang berulang dan mengganggu aktivitas ekonomi, terutama transportasi dan perdagangan.;Penguatan ekonomi perlu diarahkan pada komoditas yang adaptif terhadap lahan gambut, seperti jelutung dan purun. Di sisi lain, hilirisasi hasil pangan menjadi penting agar tidak berhenti pada produksi bahan mentah. Selain itu, penguatan sistem mitigasi karhutla juga krusial untuk menjaga stabilitas aktivitas ekonomi dan investasi.
Kalimantan Selatan;2011;Daerah Relatif Tertinggal;7.5;6.8;6.0;7.8;7.0;1.3;26.6;4.0;272.1;2118.3;-;;65.9;-;6.3;0.353;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
Kalimantan Selatan;2012;Daerah Relatif Tertinggal;7.0;6.7;5.0;5.3;6.0;1.2;28.2;6.0;272.3;3509.8;-;;66.7;5.0;5.2;0.364;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
Kalimantan Selatan;2013;Daerah Relatif Tertinggal;6.6;4.6;4.7;5.5;5.3;1.2;30.1;7.0;260.6;8299.2;-;;67.2;4.8;3.7;0.356;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
Kalimantan Selatan;2014;Daerah Relatif Tertinggal;5.3;5.6;4.6;4.0;4.8;1.2;32.6;7.3;502.5;2616.5;-;;67.6;4.8;3.8;0.326;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
Kalimantan Selatan;2015;Daerah Relatif Tertinggal;4.0;3.2;3.9;4.1;3.8;1.2;34.4;5.2;961.2;2060.4;-;;68.4;4.7;4.9;0.334;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
Kalimantan Selatan;2016;Daerah Relatif Tertinggal;4.6;4.5;3.0;5.6;4.4;1.2;36.0;3.6;249.4;6163.0;-;;69.1;4.5;5.5;0.351;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
Kalimantan Selatan;2017;Daerah Relatif Tertinggal;5.3;5.0;6.4;4.5;5.3;1.2;38.6;3.7;243.8;2981.9;-;;69.7;4.7;4.8;0.347;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
Kalimantan Selatan;2018;Daerah Relatif Tertinggal;5.0;4.5;5.1;5.7;5.1;1.2;41.0;2.6;129.2;9975.2;-;;70.2;4.7;4.4;0.34;Struktur ekonomi Kalsel ditopang oleh sektor Pertanian (di luar sektor tambang). Disisi lain, sektor Pendidikan dan Layanan Lingkungan menunjukkan kinerja yang menonjol. Namun demikian, tantangan muncul dari degradasi lingkungan akibat aktivitas tambang yang berpotensi menekan produktivitas pertanian.;Posisi Kalimantan Selatan perlu diperkuat sebagai penyangga kebutuhan pangan IKN. Sehingga, modernisasi pertanian dan peternakan skala besar menjadi kunci, diikuti penguatan industri pengolahan karet dan sawit agar nilai tambah tetap di daerah. Dengan begitu, ketergantungan pada sektor tambang bisa berkurang secara bertahap.
